,OLDID,VILLAGE,AREA,Type,LatGRS,LongGRS,Y_LO,X_LO,ORTHOH,lzon,SURVREC
5509,KCT009,KASANE,1725,RM,-17.80802653279639,25.24887900809152,-26429.59,1969453.08,,25.0,883
5510,KCT010,KASANE,1725,RM,-17.80778368480766,25.24602404024447,-26126.94,1969425.8,,25.0,883
5511,KCT011,KASANE,1725,RM,-17.807489255296694,25.24209118138734,-25710.02,1969392.67,,25.0,883
5512,KCT012,KASANE,1725,RM,-17.805045366375722,25.24352428235594,-25862.31,1969122.38,,25.0,883
5513,KCT013,KASANE,1725,RM,-17.80660716373265,25.24499440311037,-26017.95,1969295.44,,25.0,883
5514,KCT017,KASANE,1725,RM,-17.807910866487987,25.24466900222328,-25983.26,1969439.69,,25.0,883
5515,KCT018,KASANE,1725,RM,-17.80852079812102,25.248147097707143,-26351.92,1969507.68,,25.0,883
5516,KDRM1,KHUDUMELAPYE,2324,RM,-23.9089455,24.942123,5856.142,2644910.685,1078.05,25.0,979
5517,KDRM2,KHUDUMELAPYE,2324,RM,-23.910334777777777,24.943967861111112,5668.234,2645064.483,1072.59,25.0,979
5518,KDRM3,KHUDUMELAPYE,2324,RM,-23.912728777777776,24.94612986111111,5447.991999999998,2645329.549,1063.55,25.0,979
5519,KDRM4,KHUDUMELAPYE,2324,RM,-23.91409677777777,24.94805488888889,5251.929,2645480.993,1058.9,25.0,979
5520,KDRM5,KHUDUMELAPYE,2324,RM,-23.91727263888889,24.95258361111111,4790.702,2645832.583,1053.0,25.0,979
5521,KDRM6,KHUDUMELAPYE,2324,RM,-23.918734166666667,24.95382455555556,4664.301,2645994.415,1053.72,25.0,979
5522,KGRM1,KANG,2322,RM,-23.67750077777778,22.805635111111112,19783.784,2619290.31,1132.15,23.0,914
5523,KGRM10,KANG,2322,RM,-23.67379375,22.78063472222222,22334.572,2618883.422,1135.56,23.0,914
5524,KGRM11,KANG,2322,RM,-23.67733963888889,22.770778611111112,23339.341,2619277.721,1135.69,23.0,914
5525,KGRM12,KANG,2322,RM,-23.67381882160104,22.771016697210527,23308.466,2618884.097,,23.0,851
5526,KGRM2,KANG,2322,RM,-23.67439288888889,22.805140277777777,19834.729,2618946.165,1133.15,23.0,914
5527,KGRM30,KANG,2322,RM,-23.68309741666667,22.80997713888889,19340.055,2619909.571,1127.38,23.0,914
5528,KGRM31,KANG,2322,RM,-23.691769666666666,22.79971175,20385.785,2620871.49,1120.23,23.0,914
5529,KGRM32,KANG,2322,RM,-23.688951222222222,22.791143416666667,21260.158,2620560.582,1121.35,23.0,914
5530,KGRM33,KANG,2322,RM,-23.687211916666666,22.78176969444444,22216.53100000001,2620369.373,1129.34,23.0,914
5531,KGRM34,KANG,2322,RM,-23.6845845,22.771560666666662,23258.288,2620079.998,1134.15,23.0,914
5532,KGRM35,KANG,2322,RM,-23.680375833333336,22.761313722222223,24304.249,2619615.5730000003,1136.1,23.0,914
5533,KGRM36,KANG,2322,RM,-23.677715083333336,22.768333555555557,23588.683,2619319.706,1136.68,23.0,914
5534,KGRM37,KANG,2322,RM,-23.6885195,22.803375083333336,20012.643,2620511.0,1122.14,23.0,914
5535,KGRM38,KANG,2322,RM,-23.678876194444445,22.807458611111112,19597.574,2619442.392,1131.28,23.0,914
5536,KGRM5,KANG,2322,RM,-23.667563,22.77688713888889,22717.931,2618193.929,1137.46,23.0,851
5537,KGRM6,KANG,2322,RM,-23.67011686111111,22.77250911111111,23164.094,2618477.483,1137.15,23.0,850
5538,KGRM7,KANG,2322,RM,-23.673088,22.79642163888889,20724.297,2618802.881,1135.56,23.0,851
5539,KGRM8,KANG,2322,RM,-23.672326160278672,22.79271374000941,21095.446,2618715.395,,23.0,851
5540,KGRM9,KANG,2322,RM,-23.67156716666667,22.78873091666667,21509.06,2618635.577,1135.69,23.0,851
5541,KKRM1,KHAKHEA,2423,RM,-24.690056444444444,23.509660694444445,-51620.99,2731525.26,1042.32,23.0,917
5542,KKRM2,KHAKHEA,2423,RM,-24.697066111111116,23.504207027777777,-51066.19,2732299.69,1037.21,23.0,917
5543,KKRM3,KHAKHEA,2423,RM,-24.69278166666667,23.50247844444445,-50893.0,2731824.45,1038.06,23.0,917
5544,KKRM4,KHAKHEA,2423,RM,-24.695005833333333,23.49968263888889,-50609.16,2732069.79,1035.31,23.0,917
5545,KKRM5,KHAKHEA,2423,RM,-24.69676913888889,23.487107916666663,-49335.89,2732260.53,1035.31,23.0,917
5546,KKRM6,KHAKHEA,2423,RM,-24.687623055555555,23.501146833333333,-50760.33,2731252.53,1048.86,23.0,917
5547,KKRM7,KHAKHEA,2423,RM,-24.691527166666667,23.506507444444445,-51301.26,2731686.99,1040.9,23.0,917
5548,KL1,KALAKAMATI,2027,RM,-20.601572003239944,27.34245465429709,-35736.671,2278703.821,,27.0,992
5549,KL10,KALAKAMATI,2027,RM,-20.5868885286152,27.312017374174737,-32566.841,2277071.789,,27.0,992
5550,KL11,KALAKAMATI,2027,RM,-20.584215446313788,27.31078717851212,-32439.151,2276775.599,,27.0,992
5551,KL12,KALAKAMATI,2027,RM,-20.579775330122683,27.310478263216403,-32407.881,2276283.958,,27.0,992
5552,KL13,KALAKAMATI,2027,RM,-20.575386904456707,27.310109512757823,-32370.359,2275798.029,,27.0,992
5553,KL14,KALAKAMATI,2027,RM,-20.571499135771667,27.309543283287017,-32312.14,2275367.49,,27.0,992
5554,KL15,KALAKAMATI,2027,RM,-20.56555693693021,27.30943329377789,-32301.92,2274709.591,,27.0,992
5555,KL16,KALAKAMATI,2027,RM,-20.56223729664227,27.31071939367105,-32436.721,2274342.319,,27.0,992
5556,KL17,KALAKAMATI,2027,RM,-20.55652886344356,27.313118364146835,-32688.079,2273710.8,,27.0,992
5557,KL18,KALAKAMATI,2027,RM,-20.54954761041356,27.316719982979357,-33065.141,2272938.611,,27.0,992
5558,KL19,KALAKAMATI,2027,RM,-20.54584944233749,27.31782346739929,-33181.01,2272529.401,,27.0,992
5559,KL2,KALAKAMATI,2027,RM,-20.603412856880627,27.33750136969436,-35219.891,2278906.55,,27.0,992
5560,KL3,KALAKAMATI,2027,RM,-20.606004072024845,27.332738283245952,-34722.781,2279192.411,,27.0,992
5561,KL4,KALAKAMATI,2027,RM,-20.60618835891022,27.33026787892208,-34465.219,2279212.289,,27.0,992
5562,KL5,KALAKAMATI,2027,RM,-20.60596037019595,27.327520439853973,-34178.871,2279186.469,,27.0,992
5563,KL6,KALAKAMATI,2027,RM,-20.60785310502157,27.320672378784224,-33464.6,2279394.6,,27.0,992
5564,KL7,KALAKAMATI,2027,RM,-20.60925776746288,27.31510049417773,-32883.481,2279548.981,,27.0,992
5565,KL8,KALAKAMATI,2027,RM,-20.59917581503651,27.312942816828443,-32660.71,2278432.339,,27.0,992
5566,KL9,KALAKAMATI,2027,RM,-20.59414185298459,27.312222057807205,-32586.641,2277874.869,,27.0,992
5568,KLRM1,KALAMARE,2226,RM,-22.94413463888889,26.58583963888889,42447.356,2538116.732,1157.29,27.0,1070
5569,KLRM2,KALAMARE,2226,RM,-22.939322277777777,26.575595222222223,43499.623,2537586.793,1161.62,27.0,1070
5570,KLRM3,KALAMARE,2226,RM,-22.933959583333333,26.56929008333333,44148.083,2536994.79,1178.44,27.0,1070
5571,KLRM4,KALAMARE,2226,RM,-22.923554444444445,26.574982666666667,43567.512,2535840.78,1211.94,27.0,1070
5572,KLRM5,KALAMARE,2226,TRIG,-22.944275666666663,26.57113005555556,43956.00900000001,2538136.685,1161.72,27.0,1070
5573,KO1,KOPONG,2425,RM,-24.47671972222222,25.89133658333333,-90397.22,2708088.33,987.0,25.0,933
5574,KO10,KOPONG,2425,RM,-24.483919361111116,25.9047175,-91748.58,2708894.68,976.08,25.0,933
5575,KO2,KOPONG,2425,RM,-24.474305444444443,25.8919975,-90465.95,2707821.3230000003,988.5,25.0,933
5576,KO3,KOPONG,2425,RM,-24.471964,25.892345833333334,-90502.94,2707562.18,989.26,25.0,933
5577,KO4,KOPONG,2425,RM,-24.47493808333333,25.89624575,-90896.2,2707894.19,986.8,25.0,933
5578,KO5,KOPONG,2425,RM,-24.47839369444444,25.89686711111111,-90956.71,2708277.39,983.47,25.0,933
5579,KO6,KOPONG,2425,RM,-24.483699444444447,25.899626166666668,-91232.6,2708866.95,979.78,25.0,933
5580,KO7,KOPONG,2425,RM,-24.481901305555557,25.885684055555554,-89820.48,2708658.63,984.53,25.0,933
5581,KO8,KOPONG,2425,RM,-24.47964022222222,25.88828236111111,-90085.5,2708409.85,987.26,25.0,933
5582,KO9,KOPONG,2425,RM,-24.481125388888888,25.90234869444444,-91510.46,2708583.61,976.4,25.0,933
5583,KR01,KARAKOPIS,2220,RM,-22.09027547222222,20.60589827777778,40620.806,2443553.748,1211.86,21.0,1027
5584,KR02,KARAKOPIS,2220,RM,-22.09053672222222,20.60301880555556,40917.889,2443583.444,1210.95,21.0,1027
5585,KR03,KARAKOPIS,2220,RM,-22.090530666666663,20.598306583333333,41404.18700000001,2443584.046,1211.3,21.0,1027
5586,KR04,KARAKOPIS,2220,RM,-22.09155930555556,20.599218305555556,41309.801,2443697.704,1212.46,21.0,1027
5587,KR07,KARAKOPIS,2220,RM,-22.098557222222222,20.619440166666667,39221.012,2444467.275,1211.71,21.0,1027
5588,KR08,KARAKOPIS,2220,RM,-22.09922425,20.624449416666668,38703.909,2444539.859,1210.82,21.0,1027
5589,KR09,KARAKOPIS,2220,RM,-22.098136138888886,20.62263475,38891.467,2444419.812,1211.32,21.0,1027
5590,KR12,KARAKOPIS,2220,RM,-22.091639138888887,20.60953388888889,40245.228,2443703.789,1211.41,21.0,1027
5591,KRIRM1,KGARI,2027,RM,-20.54762458017028,27.548278990772616,-57213.21,2272789.683,,27.0,888
5592,KRIRM2,KGARI,2027,RM,-20.552190534959426,27.583885498148334,-60924.61,2273308.083,,27.0,888
5593,KRIRM3,KGARI,2027,RM,-20.57024698873685,27.60469227467772,-63086.967,2275315.128,,27.0,888
5594,KRIRM4,KGARI,2027,RM,-20.57657542522409,27.61287913344693,-63937.974,2276018.978,,27.0,888
5595,KRIRM5,KGARI,2027,RM,-20.58455711080141,27.64027287104972,-66790.731,2276913.663,,27.0,888
5596,KRM(RK)1,KANYE,2425,RM,-24.974709379503476,25.338291778038773,-34201.397000000004,2762998.211,,25.0,845
5597,KRM(RK)10,KANYE,2425,RM,-24.96884994467569,25.30258989268609,-30597.95,2762340.625,,25.0,845
5598,KRM(RK)11,KANYE,2425,RM,-24.966471683831685,25.311686500184123,-31517.10200000001,2762079.255,,25.0,845
5599,KRM(RK)12,KANYE,2425,RM,-24.96322343799173,25.30572967039736,-30916.399,2761718.067,,25.0,845
5600,KRM(RK)13,KANYE,2425,RM,-24.96265030480511,25.304127542167475,-30754.755,2761654.215,,25.0,845
5601,KRM(RK)14,KANYE,2425,RM,-24.960411311654557,25.30313135401487,-30654.712000000003,2761405.97,,25.0,845
5602,KRM(RK)15,KANYE,2425,RM,-24.958218176064435,25.30195274370462,-30536.234,2761162.7610000004,,25.0,845
5603,KRM(RK)16,KANYE,2425,RM,-24.956421348584936,25.301150476380126,-30455.65600000001,2760963.541,,25.0,845
5604,KRM(RK)17,KANYE,2425,RM,-24.95417918764895,25.29967599647517,-30307.303,2760714.84,,25.0,845
5605,KRM(RK)18,KANYE,2425,RM,-24.95124540519105,25.29792967765064,-30131.655,2760389.466,,25.0,845
5606,KRM(RK)19,KANYE,2425,RM,-24.94918777208956,25.300782045860117,-30420.225,2760162.171,,25.0,845
5607,KRM(RK)2,KANYE,2425,RM,-24.977834365226727,25.33777319665764,-34148.174,2763344.2460000003,,25.0,845
5608,KRM(RK)3,KANYE,2425,RM,-24.978692476834063,25.33842529614027,-34213.78,2763439.4680000003,,25.0,845
5609,KRM(RK)4,KANYE,2425,RM,-24.98009602293404,25.338526433201103,-34223.603,2763594.97,,25.0,845
5610,KRM(RK)5,KANYE,2425,RM,-24.979530210842,25.332782850448805,-33643.84,2763530.859,,25.0,845
5611,KRM(RK)6,KANYE,2425,RM,-24.98242819954355,25.327997006117467,-33159.845,2763850.702,,25.0,845
5612,KRM(RK)7,KANYE,2425,RM,-24.97401229143016,25.300741932108046,-30410.082,2762912.064,,25.0,845
5613,KRM(RK)8,KANYE,2425,RM,-24.973482919098505,25.303988667763708,-30738.046,2762854.154,,25.0,845
5614,KRM(RK)9,KANYE,2425,RM,-24.971244844473496,25.30368602767165,-30708.041,2762606.164,,25.0,845
5615,KRM001AS,KASANE,1725,RM,-17.793398694444445,25.19293980555556,-20496.16,1967831.3,928.37,25.0,439
5616,KRM002AS,KASANE,1725,RM,-17.795184472222225,25.19740605555556,-20969.5,1968029.44,930.22,25.0,439
5617,KRM003AS,KASANE,1725,RM,-17.79523166666667,25.207144944444444,-22002.08,1968035.78,935.55,25.0,439
5618,KRM004AS,KASANE,1725,RM,-17.79682630555556,25.217097916666663,-23057.16,1968213.47,933.92,25.0,439
5619,KRM005AS,KASANE,1725,RM,-17.799578722222225,25.221714888888886,-23546.32,1968518.68,942.36,25.0,439
5620,KRM006AS,KASANE,1725,RM,-17.799651361111113,25.226751805555555,-24080.35,1968527.36,957.87,25.0,439
5621,KRM007AS,KASANE,1725,RM,-17.798708805555556,25.231071666666665,-24538.49,1968423.6,955.78,25.0,439
5622,KRM008AS,KASANE,1725,RM,-17.798390055555558,25.234701972222226,-24923.44,1968388.8,946.19,25.0,439
5623,KRM009AS,KASANE,1725,RM,-17.799365305555558,25.23725663888889,-25194.16,1968497.08,938.03,25.0,439
5624,KRM010AS,KASANE,1725,RM,-17.80394095283167,25.243493256201635,-25859.18,1969000.14,,25.0,439
5625,KRM011AS,KASANE,1725,RM,-17.801765444444445,25.24725505555556,-26253.89,1968764.1,926.94,25.0,439
5626,KRM012AS,KASANE,1725,RM,-17.80113338888889,25.25266152777778,-26827.2,1968694.91,926.58,25.0,439
5627,KRM013AS,KASANE,1725,RM,-17.79724091666667,25.251302416666668,-26683.68,1968263.9,926.91,25.0,439
5628,KRM014AS,KASANE,1725,RM,-17.790132250000003,25.184596194444445,-19611.86,1967468.88,931.66,25.0,439
5629,KRM015AS,KASANE,1725,RM,-17.78707702777778,25.18149633333333,-19283.51,1967130.41,930.7,25.0,439
5630,KRM016AS,KASANE,1725,RM,-17.78539638888889,25.178773694444445,-18995.0,1966944.12,930.55,25.0,439
5631,KRM017AS,KASANE,1725,RM,-17.78371227777778,25.17348794444445,-18434.71,1966757.2,930.79,25.0,439
5632,KRM018AS,KASANE,1725,RM,-17.783170277777778,25.167042222222225,-17751.3,1966696.59,934.13,25.0,439
5633,KRM019AS,KASANE,1725,RM,-17.78431391666667,25.164443638888887,-17475.65,1966822.92,932.5,25.0,439
5634,KRM020AS,KASANE,1725,RM,-17.787750583333334,25.16080072222222,-17089.05,1967202.95,934.54,25.0,439
5635,KRM021AS,KASANE,1725,RM,-17.79238252777778,25.15672475,-16656.44,1967715.24,933.46,25.0,439
5636,KRM022AS,KASANE,1725,RM,-17.79437536111111,25.15476397222222,-16448.36,1967935.63,935.47,25.0,439
5637,KRM023AS,KASANE,1725,RM,-17.796784222222225,25.152938388888888,-16254.58,1968202.08,935.04,25.0,439
5638,KRM024AS,KASANE,1725,RM,-17.798671472222225,25.15088775,-16036.99,1968410.78,932.74,25.0,439
5639,KRM025AS,KASANE,1725,RM,-17.80087788888889,25.14932486111111,-15871.09,1968654.85,932.0,25.0,439
5640,KRM026AS,KASANE,1725,RM,-17.804252722222223,25.14871480555556,-15806.11,1969028.32,935.68,25.0,439
5641,KRM027AS,KASANE,1725,RM,-17.80435061111111,25.15111372222222,-16060.44,1969039.36,957.68,25.0,439
5642,KRM028AS,KASANE,1725,RM,-17.804618277777777,25.153730416666665,-16337.84,1969069.21,976.13,25.0,439
5643,KRM029AS,KASANE,1725,RM,-17.81014488888889,25.15511408333333,-16484.03,1969681.01,988.66,25.0,439
5644,KRM030AS,KASANE,1725,RM,-17.811899678398387,25.157309227556546,-16721.03,1969871.23,,25.0,439
5645,KRM031AS,KASANE,1725,RM,-17.806111944444446,25.161269194444444,-17136.97,1969235.2,987.79,25.0,883
5646,KRM032AS,KASANE,1725,RM,-17.80089325,25.167654861111117,-17814.5,1968658.2,988.82,25.0,883
5647,KRM033AS,KASANE,1725,RM,-17.799395194444447,25.170795944444446,-18147.68,1968492.7,991.57,25.0,856
5648,KRM034AS,KASANE,1725,RM,-17.797915500000002,25.17332202777778,-18414.674,1968330.695,987.28,25.0,856
5649,KRM20,KANYE,2525,RM,-25.005879730086317,25.367798229510186,-37171.367,2766458.8430000003,,25.0,845
5650,KRM21,KANYE,2525,RM,-25.01192336986446,25.36236999450013,-36621.614,2767126.85,,25.0,845
5651,KRM22,KANYE,2525,RM,-25.00999607600265,25.36064870070257,-36448.433,2766912.89,,25.0,845
5652,KRM23,KANYE,2525,RM,-25.00693677045896,25.35774182051891,-36155.896,2766573.219,,25.0,845
5653,KRM24,KANYE,2425,RM,-24.99949425619632,25.35511571350356,-35892.96,2765748.08,,25.0,1018
5654,KRM35,KANYE,2425,RM,-24.97440812179504,25.34813020575301,-35194.89,2762967.35,,25.0,1018
5655,KRM36,KANYE,2425,RM,-24.97655730434013,25.355027539093708,-35890.71,2763207.23,,25.0,439
5656,KRM37,KANYE,2425,RM,-24.979521881666304,25.35366601694204,-35752.38,2763535.27,,25.0,439
5657,KRM38,KANYE,2425,RM,-24.98210384757891,25.35304229545339,-35688.66,2763821.12,,25.0,1018
5658,KRM39,KANYE,2425,RM,-24.984363116051707,25.35361005436505,-35745.33,2764071.54,,25.0,439
5659,KRM40,KANYE,2425,RM,-24.987845939671143,25.353247476332008,-35707.72,2764457.25,,25.0,1018
5660,KRM41,KANYE,2425,RM,-24.990433347912617,25.35198920847645,-35579.94,2764743.54,,25.0,439
5661,KRM42,KANYE,2425,RM,-24.99085264687689,25.349668583596124,-35345.53,2764789.38,,25.0,1018
5662,KRM43,KANYE,2425,RM,-24.99410646610192,25.35218659061676,-35598.81,2765150.48,,25.0,439
5663,KRM44,KANYE,2425,RM,-24.997913081009305,25.354339029503286,-35815.01,2765572.72,,25.0,1018
5664,KRM44A,KASANE,1725,RM,-17.79205357884421,25.18990537431781,-20179.01,1967677.89,,25.0,883
5665,KRM45,KASANE,1725,RM,-17.790287983108378,25.184179857808747,-19572.13,1967481.87,,25.0,883
5666,KRM48,KASANE,1725,RM,-17.812112522426535,25.1571127493824,-16700.18,1969894.77,,25.0,883
5667,KRM49,KASANE,1725,RM,-17.815194306500203,25.156015322956907,-16583.55,1970235.76,,25.0,883
5668,KRM50,KASANE,1725,RM,-17.81470239689796,25.15424099690145,-16395.49,1970181.16,,25.0,883
5669,KRM51,KASANE,1725,RM,-17.813167540728024,25.152229888842697,-16182.42,1970011.11,,25.0,883
5670,KRM52,KASANE,1725,RM,-17.80864719690229,25.1505407965186,-16003.75,1969510.66,,25.0,883
5671,KRM53,KASANE,1725,RM,-17.80570800475294,25.14777244834594,-15710.51,1969185.12,,25.0,883
5672,KRM54,KASANE,1725,RM,-17.803606921722817,25.14890106785797,-15830.35,1968952.67,,25.0,883
5673,KRM55,KASANE,1725,RM,-17.801007487028727,25.149150636252184,-15857.04,1968664.99,,25.0,883
5674,KRM56,KASANE,1725,RM,-17.797858405753104,25.151700714368538,-16127.69,1968316.67,,25.0,883
5675,KRM57,KASANE,1725,RM,-17.795445460763982,25.154018645463992,-16373.67,1968049.81,,25.0,883
5676,KRM58,KASANE,1725,RM,-17.788524154447018,25.159983604941296,-17006.77,1967284.3,,25.0,883
5677,KRM59,KASANE,1725,RM,-17.78586578500501,25.162655240874013,-17290.3,1966990.32,,25.0,883
5678,KRM60,KASANE,1725,RM,-17.783324379533642,25.16576477761732,-17620.26,1966709.33,,25.0,883
5679,KRM61,KASANE,1725,RM,-17.78326161193638,25.16829937608564,-17889.02,1966702.62,,25.0,883
5680,KRM62,KASANE,1725,RM,-17.783786109711777,25.17365116275466,-18456.44,1966761.19,,25.0,883
5681,KRM63,KASANE,1725,RM,-17.785765882744517,25.17920834074618,-19045.48,1966980.86,,25.0,883
5682,KRM64,KASANE,1725,RM,-17.787738678303047,25.18196780199132,-19337.86,1967199.49,,25.0,883
5683,KRM66,KAZUNGULA,1725,RM,-17.800560380505445,25.22820389363145,-24238.621,1968623.941,,25.0,856
5684,KRM67,KAZUNGULA,1725,RM,-17.802803010628253,25.228333281067663,-24252.038,1968872.17,,25.0,856
5685,KRM68,KAZUNGULA,1725,RM,-17.8041213799588,25.228523588950104,-24272.038,1969018.112,,25.0,856
5686,KRM69,KAZUNGULA,1725,RM,-17.806842444991563,25.228728977422787,-24293.444,1969319.301,,25.0,856
5687,KRM70,KAZUNGULA,1725,RM,-17.807916194043624,25.22864888943803,-24284.809,1969438.133,,25.0,856
5688,KRM71,KAZUNGULA,1725,RM,-17.8095405377242,25.228022562778605,-24218.186,1969617.833,,25.0,856
5689,KRM72,KAZUNGULA,1725,RM,-17.808656034107294,25.23306148286513,-24752.53100000001,1969520.594,,25.0,856
5690,KRM73,KAZUNGULA,1725,RM,-17.808319867863098,25.23396348096257,-24848.207,1969483.508,,25.0,856
5691,KRM74,KAZUNGULA,1725,RM,-17.807352588114224,25.23666497503664,-25134.752,1969376.81,,25.0,856
5692,KRM75,KAZUNGULA,1725,RM,-17.808410091604674,25.238114513018207,-25288.283,1969494.047,,25.0,856
5693,KRM76,KAZUNGULA,1725,RM,-17.809423375043952,25.238938228117032,-25375.47,1969606.308,,25.0,856
5694,KRM77,KAZUNGULA,1725,RM,-17.810100798960374,25.241239374004568,-25619.339,1969681.599,,25.0,856
5695,KRM78,KAZUNGULA,1725,RM,-17.80741456634149,25.241916287796418,-25691.489,1969384.38,,25.0,856
5696,KT001,KASANE,1725,RM,-17.791991249012135,25.189238328111333,-20108.29,1967670.92,,25.0,439
5697,KT002,KASANE,1725,RM,-17.79008830489923,25.18446306058797,-19602.18,1967459.8,,25.0,439
5698,KT003,KASANE,1725,RM,-17.786791167401848,25.18108825187057,-19244.7,1967094.53,,25.0,439
5699,KT004,KASANE,1725,RM,-17.78521314549155,25.17786105449205,-18902.68,1966919.55,,25.0,439
5700,KT005,KASANE,1725,RM,-17.78367436762469,25.1732439294496,-18413.27,1966748.78,,25.0,439
5701,KT006,KASANE,1725,RM,-17.78324308476623,25.16789250369138,-17845.88,1966700.53,,25.0,439
5702,KT007,KASANE,1725,RM,-17.783460396367836,25.165628440181592,-17605.79,1966724.37,,25.0,439
5703,KT008,KASANE,1725,RM,-17.78593308513255,25.162581349776197,-17282.46,1966997.76,,25.0,439
5704,KT009,KASANE,1725,RM,-17.789088359676317,25.15971704068937,-16978.45,1967346.72,,25.0,439
5705,KT010,KASANE,1725,RM,-17.79461647113434,25.154482354692973,-16422.91,1967958.1,,25.0,439
5706,KT011,KASANE,1725,RM,-17.79776630266033,25.152086003079337,-16168.55,1968306.51,,25.0,439
5707,KT012,KASANE,1725,RM,-17.799869771632434,25.14963723570826,-15908.73,1968539.11,,25.0,439
5708,KT013,KASANE,1725,RM,-17.802159646563222,25.149060103343064,-15847.34,1968792.5,,25.0,439
5709,KT014,KASANE,1725,RM,-17.804380693936615,25.148664003949637,-15805.15,1969038.29,,25.0,439
5710,KV4,KAVIMBA,1824,RM,-18.07638758333333,24.581412416666662,44272.664,1999191.946,942.93,25.0,1017
5711,LBRM1,LOKGWABE,2421,RM,-24.101239777777774,21.78274686111111,-79633.7,2666430.53,1113.47,21.0,851
5712,LBRM2,LOKGWABE,2421,RM,-24.114210472222226,21.780634805555557,-79410.94,2667866.06,1117.25,21.0,851
5713,LBRM3,LOKGWABE,2421,RM,-24.10750755555556,21.779033138888888,-79252.23,2667122.69,1112.65,21.0,851
5714,LLR1,LENTSWELETAU,2425,RM,-24.26325908333333,25.8627315,-87644.201,2684424.458,982.05,25.0,953
5715,LLR10,LENTSWELETAU,2425,RM,-24.252295361111116,25.85225538888889,-86587.76199999999,2683203.457,975.46,25.0,
5716,LLR11,LENTSWELETAU,2425,RM,-24.253068462673024,25.85477061845001,-86849.50300000001,2683287.235,,25.0,
5717,LLR12,LENTSWELETAU,2425,RM,-24.25495239467852,25.856268322818472,-87000.32699999999,2683496.852,,25.0,953
5718,LLR13,LENTSWELETAU,2425,RM,-24.25546427929693,25.85724732196038,-87099.403,2683554.167,,25.0,
5719,LLR14,LENTSWELETAU,2425,RM,-24.25891918618552,25.857944859149438,-87167.88900000001,2683937.304,,25.0,953
5720,LLR15,LENTSWELETAU,2425,RM,-24.25606441709589,25.85122036660002,-86486.914,2683616.895,,25.0,
5721,LLR16,LENTSWELETAU,2425,RM,-24.25935602574086,25.850510224376876,-86412.57,2683981.068,,25.0,
5722,LLR17,LENTSWELETAU,2425,RM,-24.263181710224973,25.850120506468315,-86370.409,2684404.599,,25.0,
5723,LLR18,LENTSWELETAU,2425,RM,-24.24762830188652,25.8542761767892,-86802.977,2682684.32,,25.0,953
5724,LLR19,LENTSWELETAU,2425,RM,-24.24339654130204,25.85745144937936,-87128.351,2682217.545,,25.0,953
5725,LLR2,LENTSWELETAU,2425,RM,-24.26302586111111,25.859818444444446,-87348.53300000001,2684396.795,979.75,25.0,
5726,LLR20,LENTSWELETAU,2425,RM,-24.241058713514917,25.85222891565625,-86599.495,2681955.3340000003,,25.0,
5727,LLR21,LENTSWELETAU,2425,RM,-24.246535973663523,25.84927481224208,-86295.755,2682560.22,,25.0,
5728,LLR22,LENTSWELETAU,2425,RM,-24.24962765220949,25.84889218020301,-86254.81,2682902.45,,25.0,
5729,LLR23,LENTSWELETAU,2425,RM,-24.25301269639814,25.847229287694088,-86083.644,2683276.385,,25.0,953
5730,LLR24,LENTSWELETAU,2425,RM,-24.255697849357464,25.84775385004623,-86135.11099999999,2683574.144,,25.0,953
5731,LLR25,LENTSWELETAU,2425,RM,-24.244612677652096,25.84567388003429,-85931.32,2682344.954,,25.0,953
5732,LLR26,LENTSWELETAU,2425,RM,-24.259042800554013,25.86231884737737,-87612.007,2683953.736,,25.0,
5733,LLR27,LENTSWELETAU,2425,RM,-24.254738486123877,25.86432597504505,-87818.795,2683478.205,,25.0,
5734,LLR28,LENTSWELETAU,2425,RM,-24.25297090902187,25.86345601082508,-87731.65400000001,2683281.863,,25.0,
5735,LLR29,LENTSWELETAU,2425,RM,-24.248850604499676,25.863407022413096,-87729.506,2682825.425,,25.0,
5736,LLR3,LENTSWELETAU,2425,RM,-24.261879,25.86051944444445,-87420.505,2684270.197,979.81,25.0,
5737,LLR30,LENTSWELETAU,2425,RM,-24.24362715974729,25.866093478326768,-88005.942,2682248.511,,25.0,953
5738,LLR31,LENTSWELETAU,2425,RM,-24.239815170889912,25.867226356714685,-88123.63,2681826.97,,25.0,953
5739,LLR32,LENTSWELETAU,2425,RM,-24.238431368067317,25.864345360442044,-87831.955,2681671.871,,25.0,
5740,LLR33,LENTSWELETAU,2425,RM,-24.23883988679769,25.86089561971383,-87481.281,2681714.955,,25.0,
5741,LLR34,LENTSWELETAU,2425,RM,-24.267566268432716,25.858237645895336,-87191.728,2684895.328,,25.0,953
5742,LLR35,LENTSWELETAU,2425,RM,-24.266182546482607,25.85446587364865,-86809.65,2684739.7,,25.0,
5743,LLR36,LENTSWELETAU,2425,RM,-24.269647607965865,25.85085625745472,-86440.75300000001,2685121.2860000003,,25.0,
5744,LLR37,LENTSWELETAU,2425,RM,-24.24171514665669,25.84379983457544,-85742.91900000001,2682022.844,,25.0,
5745,LLR38,LENTSWELETAU,2425,RM,-24.242969831866617,25.840940719500026,-85451.68699999999,2682160.071,,25.0,
5746,LLR39,LENTSWELETAU,2425,RM,-24.24489905918437,25.83975434548702,-85329.903,2682373.047,,25.0,
