,OLDID,VILLAGE,AREA,Type,LatGRS,LongGRS,Y_LO,X_LO,ORTHOH,lzon,SURVREC
4200,BPT145,,2226,TRIG,-22.34846563888889,26.894003138888888,10887.512,2472095.963,1079.3,27.0,
4201,BPT146,,2226,TRIG,-22.33758713888889,26.811711416666668,19365.802,2470899.373,1189.3,27.0,
4202,BPT147,,2227,TRIG,-22.376372944444444,27.249217194444444,-25696.86,2475203.79,961.6,27.0,
4203,BPT148,PALAPYE,2227,TRIG,-22.54393177777778,27.180586444444447,-18606.44,2493748.48,,27.0,
4204,BPT149,PALAPYE,2227,TRIG,-22.57175613888889,27.13010380555556,-13410.89,2496824.35,,27.0,
4205,BPT150,PALAPYE,2227,TRIG,-22.549849242985896,27.11380105681131,-11743.2,2494393.58,,27.0,
4206,BPT151,PALAPYE,2227,TRIG,-22.57290125,27.09685325,-9991.22,2496948.49,,27.0,
4207,BPT152,,2226,TRIG,-22.576686416666668,26.99352497222222,635.322,2497364.383,950.3,27.0,
4208,BPT153,PALAPYE,2227,TRIG,-22.493660444444444,27.03716216666667,-3854.57,2488170.77,,27.0,
4209,BPT154,,2226,TRIG,-22.49558836111111,26.94288866666667,5846.261,2488386.123,981.8,27.0,
4210,BPT155,,2127,TRIG,-21.9316295,27.309305055555555,-31985.53,2425968.172,947.6,27.0,
4211,BPT156,,2227,TRIG,-22.043281194444447,27.281416166666663,-29080.721,2438326.231,998.8,27.0,
4212,BPT157,,2227,TRIG,-22.173210972222225,27.25934697222222,-26778.089,2452709.54,1052.5,27.0,
4213,BPT158,,2227,TRIG,-22.21692325,27.35400677777778,-36529.7,2457569.609,1210.7,27.0,
4214,BPT159,,2227,TRIG,-22.551653472222224,27.130459861111117,-13449.191,2494599.18,921.4,27.0,
4215,BPT161,,2127,TRIG,-21.954967805555555,27.614886611111118,-63545.599,2428647.3430000003,921.7,27.0,
4216,BPT162,,2227,TRIG,-22.00550794444445,27.875101333333333,-90393.159,2434375.0,920.5,27.0,
4217,BPT163,,2227,TRIG,-22.0970525,27.881221611111112,-90967.391,2444515.51,962.6,27.0,
4218,BPT164,,2227,TRIG,-22.150617416666663,27.91968477777778,-94900.889,2450470.809,908.3,27.0,
4219,BPT165,,2227,TRIG,-22.00739652777778,27.718324555555554,-74203.35,2434499.26,920.8,27.0,
4220,BPT166,,2227,TRIG,-22.10554130555556,27.75323722222222,-77754.27,2445385.47,979.0,27.0,
4221,BPT167,,2227,TRIG,-22.184727527777778,27.85684002777778,-88396.41,2454210.329,963.2,27.0,
4222,BPT168,,2227,TRIG,-22.09423030555556,27.99571875,-102785.42,2444275.799,892.5,27.0,
4223,BPT169,,2127,TRIG,-21.871204666666667,27.751402305555555,-77692.88,2419434.504,868.7,27.0,
4224,BPT170,,2228,TRIG,-22.290652361111118,28.028137138888887,100130.99,2466011.922,964.4,29.0,
4225,BPT171,,2228,TRIG,-22.120664027777774,28.105520611111118,92267.021,2447137.842,840.6,29.0,
4226,BPT172,,2228,TRIG,-22.05760838888889,28.093581277777776,93540.531,2440162.164,876.9,29.0,
4227,BPT173,,2228,TRIG,-22.114306222222226,28.239494416666663,78446.841,2446358.512,785.2,29.0,
4228,BPT174,,2128,TRIG,-21.955300972222226,28.057054944444445,97380.952,2428855.743,852.8,29.0,
4229,BPT175,,2128,TRIG,-21.91096438888889,28.02777236111111,100437.14,2423964.78,810.2,29.0,
4230,BPT176,,2128,TRIG,-21.944033166666667,28.14775119444444,88018.76199999997,2427553.0130000003,823.0,29.0,
4231,BPT177,,2128,TRIG,-21.912932583333333,28.23169461111111,79363.84,2424063.16,,29.0,
4232,BPT178,,2128,TRIG,-21.960142388888887,28.333500583333333,68821.5,2429241.441,727.9,29.0,
4233,BPT179,,2128,TRIG,-21.95351025,28.38573838888889,63428.15,2428484.404,708.4,29.0,
4234,BPT180,,2228,TRIG,-22.409528805555556,28.40225097222222,61523.55,2478975.391,929.6,29.0,
4235,BPT181,,2127,TRIG,-21.84537036111111,27.54062855555556,-55916.82900000001,2416483.004,907.7,27.0,
4236,BPT182,,2127,TRIG,-21.789786916666667,27.85455808333333,-88404.469,2410474.742,987.0,27.0,
4237,BPT183,,2127,TRIG,-21.83350783333333,27.98042886111111,-101391.579,2415393.633,868.7,27.0,
4238,BPT184,,2128,TRIG,-21.80933655555556,28.06371063888889,96792.26,2412687.144,804.7,29.0,
4239,BPT185,,2128,TRIG,-21.76553258333333,28.146803944444443,88226.541,2407786.482,868.1,29.0,
4240,BPT186,,2128,TRIG,-21.853380361111117,28.149295194444445,87915.06199999999,2417513.034,816.2,29.0,
4241,BPT187,,2128,TRIG,-21.826679305555555,28.199323777777774,82758.72200000001,2414528.453,847.6,29.0,
4242,BPT188,,2128,TRIG,-21.87060013888889,28.306156194444444,71690.94099999999,2419338.292,826.6,29.0,
4243,BPT189,,2128,TRIG,-21.880471611111112,28.41659138888889,60272.16,2420383.852,812.9,29.0,
4244,BPT190,,2227,TRIG,-22.676399611111112,27.17978130555556,-18505.42,2508417.63,990.6,27.0,
4245,BPT191,,2227,TRIG,-22.797280222222224,27.33670763888889,-34602.191,2521832.299,1001.9,27.0,
4246,BPT192,,2227,TRIG,-22.779081833333333,27.17312652777778,-17808.738999999998,2519787.98,1016.5,27.0,
4247,BPT193,,2227,TRIG,-22.914476277777776,27.117139666666667,-12047.68,2534776.32,1123.5,27.0,
4248,BPT194,,2226,TRIG,-22.948953222222222,26.90637563888889,9571.721,2538592.973,1109.2,27.0,
4249,BPT195,,2226,TRIG,-22.72371088888889,26.92733338888889,7434.401999999999,2513647.7630000003,1074.7,27.0,
4250,BPT196,,2227,TRIG,-22.877567,27.396943166666667,-40763.141,2530738.909,979.9,27.0,
4251,BPT197,,2227,TRIG,-22.76786680555556,27.49648330555556,-51018.24,2518621.16,913.2,27.0,
4252,BPT198,,2227,TRIG,-22.862673194444447,27.767993472222223,-78847.909,2529239.59,836.1,27.0,
4253,BPT201,,2425,TRIG,-24.716963194444443,25.33997861111111,-34436.028,2734450.6410000003,1228.3,25.0,
4254,BPT202,,2425,TRIG,-24.70856425,25.41252338888889,-41778.739,2733540.6810000003,1162.5,25.0,
4255,BPT203,,2425,TRIG,-24.734182861111112,25.415317777777776,-42053.178,2736379.113,1176.2,25.0,
4256,BPT204,,2425,TRIG,-24.681103611111112,25.449804666666665,-45561.47,2730510.5110000004,1113.7,25.0,
4257,BPT205,,2425,TRIG,-24.68915458333333,25.494126611111117,-50044.139,2731417.77,1237.2,25.0,
4258,BPT206,,2425,TRIG,-24.71646611111111,25.49157027777778,-49774.568,2734442.171,1243.9,25.0,
4259,BPT207,,2425,TRIG,-24.78342002777778,25.508755444444443,-51485.82,2741865.152,1243.2,25.0,
4260,BPT208,,2425,TRIG,-24.77161436111111,25.625201416666663,-63267.949,2740606.2810000004,1219.2,25.0,
4261,BPT209,,2425,TRIG,-24.708260166666665,25.6062335,-61380.749,2733579.5510000004,1183.8,25.0,
4262,BPT210,,2425,TRIG,-24.8254325,25.78000747222222,-78891.118,2746648.583,1165.1,25.0,
4263,BPT211,,2425,TRIG,-24.863564611111112,25.754837666666667,-76323.098,2750858.421,1314.5,25.0,
4264,BPT212,,2425,TRIG,-24.90102019444444,25.73045552777777,-73836.598,2754994.203,1202.7,25.0,
4265,BPT213,,2425,TRIG,-24.930107944444444,25.70085963888889,-70829.729,2758200.723,1231.7,25.0,
4266,BPT214,,2425,TRIG,-24.97023394444444,25.64883025,-65552.9,2762619.6410000003,1220.6,25.0,
4267,BPT215,,2425,TRIG,-24.952086555555557,25.592435555555557,-59867.039,2760583.2830000003,1256.0,25.0,
4268,BPT216,,2425,TRIG,-24.911914694444445,25.66141038888889,-66854.698,2756165.352,1255.3,25.0,
4269,BPT217,,2525,TRIG,-25.003254944444443,25.760356277777777,-76794.217,2766336.183,1306.4,25.0,
4270,BPT218,,2425,TRIG,-24.922441861111118,25.817771027777777,-82644.41,2757417.493,1179.4,25.0,
4271,BPT219,,2425,TRIG,-24.837152055555556,25.31847188888889,-32288.4,2747759.443,1298.1,25.0,
4272,BPT220,,2425,TRIG,-24.816871777777777,25.30685411111111,-31059.179,2745510.3010000004,1274.0,25.0,
4273,BPT221,,2425,TRIG,-24.47093586111111,25.64109425,-65030.738,2707306.612,1120.6,25.0,
4274,BPT222,,2425,TRIG,-24.454981194444443,25.574925416666662,-58329.848,2705509.7810000004,1210.21,25.0,
4275,BPT223,,2425,TRIG,-24.775931222222223,25.346056,-35034.079,2740984.582,1198.5,25.0,
4276,BPT224,,2525,TRIG,-25.1543905,25.698864944444445,-70499.968,2783045.982,1306.5,25.0,
4277,BPT225,,2525,TRIG,-25.12301075,25.743106166666667,-74979.827,2779593.06,1312.3,25.0,
4278,BPT226,,2525,TRIG,-25.12868225,25.66530686111111,-67130.327,2780180.373,1413.2,25.0,
4279,BPT227,,2525,TRIG,-25.102336722222223,25.66485394444444,-67099.037,2777261.603,1420.7,25.0,
4280,BPT228,,2525,TRIG,-25.06789386111111,25.638728333333333,-64481.778,2773433.3430000003,1333.1,25.0,
4281,BPT229,,2525,TRIG,-25.059039833333333,25.67838352777778,-68487.867,2772472.001,1298.9,25.0,
4282,BPT230,,2525,TRIG,-25.124711055555554,25.692012166666668,-69825.797,2779754.001,1384.0,25.0,
4283,BPT231,,2525,TRIG,-25.02668061111111,25.822797277777777,-83082.179,2768968.223,1099.3,25.0,
4284,BPT232,,2525,TRIG,-25.02244961111111,25.73330011111111,-74051.3,2768447.492,1464.7,25.0,
4285,BPT233,,2525,TRIG,-25.042229222222225,25.748841416666668,-75607.74799999999,2770647.542,1132.7,25.0,
4286,BPT234,,2525,TRIG,-25.01286902777778,25.67279725,-67949.418,2767354.841,1127.4,25.0,
4287,BPT235,,2525,TRIG,-25.057775305555555,25.76346322222222,-77073.799,2772377.702,1367.2,25.0,
4288,BPT236,,2425,TRIG,-24.983149277777777,25.695081972222223,-70215.73700000001,2764073.832,1093.7,25.0,
4289,BPT237,,2425,TRIG,-24.727459083333333,25.569991416666667,-57704.418,2735690.653,1224.6,25.0,
4290,BPT238,,2425,TRIG,-24.80468775,25.53291677777778,-53920.037,2744230.362,1313.1,25.0,
4291,BPT239,,2425,TRIG,-24.71935458333333,25.531041666666667,-53767.172,2734777.049,1098.2,25.0,
4292,BPT240,,2425,TRIG,-24.827514138888887,25.587641694444443,-59442.50900000001,2746781.651,1288.2,25.0,
4293,BPT241,,2425,TRIG,-24.88298675,25.79987338888889,-80862.099,2753035.953,1068.4,25.0,
4294,BPT242,,2425,TRIG,-24.926945472222226,25.779565138888888,-78781.989,2757893.532,1147.3,25.0,
4295,BPT243,,2425,TRIG,-24.97001197222222,25.732619888888888,-74014.049,2762638.143,1155.3,25.0,
4296,BPT244,,2425,TRIG,-24.913213666666664,25.859171111111117,-86833.12800000001,2756421.001,1189.3,25.0,
4297,BPT245,,2425,TRIG,-24.96103,25.840087083333334,-84872.338,2761706.0310000004,1181.6,25.0,
4298,BPT246,,2425,TRIG,-24.920504750000003,25.53423355555556,-54002.84,2757060.401,1409.4,25.0,
4299,BPT247,,2425,TRIG,-24.87983275,25.66013983333333,-66743.59,2752610.812,1426.7,25.0,
4300,BPT248,,2425,TRIG,-24.867188055555555,25.67263063888889,-68012.738,2751216.2630000003,1453.4,25.0,
4301,BPT249,,2425,TRIG,-24.84954472222222,25.910172805555558,-92032.937,2749401.271,1142.3,25.0,
4302,BPT251,,2228,TRIG,-22.26741530555556,28.556238027777777,45713.922,2463183.284,748.9,29.0,
4303,BPT252,,2228,TRIG,-22.31400883333333,28.72996688888889,27798.85200000001,2468300.2630000003,771.5,29.0,
4304,BPT253,,2228,TRIG,-22.42669027777778,28.687095555555555,32189.98,2480786.813,772.0,29.0,
4305,BPT254,,2228,TRIG,-22.274348,28.666882333333334,34308.3,2463921.432,770.2,29.0,
4306,BPT255,,2228,TRIG,-22.502684416666668,28.64867483333333,36125.641,2489211.064,763.8,29.0,
4307,BPT256,,2228,TRIG,-22.40691775,28.82051636111111,18456.791,2478574.5840000003,749.2,29.0,
4308,BPT257,,2228,TRIG,-22.337108027777777,28.93992683333333,6164.840999999999,2470834.221,707.4,29.0,
4309,BPT258,,2228,TRIG,-22.20238402777778,28.879912416666667,12359.341,2455919.339,630.3,29.0,
4310,BPT259,,2228,TRIG,-22.26314136111111,28.886291472222226,11696.43,2462646.581,629.4,29.0,
4311,BPT260,,2228,TRIG,-22.208898694444443,28.69437686111111,31489.512,2456667.922,710.5,29.0,
4312,BPT261,,2228,TRIG,-22.208644638888888,28.759048805555555,24821.12200000001,2456627.592,688.2,29.0,
4313,BPT262,,2228,TRIG,-22.49258230555556,28.488841583333333,52575.752,2488139.934,807.4,29.0,
4314,BPT263,,2228,TRIG,-22.556998111111117,28.45677980555556,55849.07,2495285.064,748.9,29.0,
4315,BPT264,,2128,TRIG,-21.647348305555557,28.60978641666667,40370.70200000001,2394506.8430000003,745.5,29.0,
4316,BPT265,,2128,TRIG,-21.72675175,28.57403272222222,44047.572,2403308.832,861.7,29.0,
4317,BPT266,,2128,TRIG,-21.742271833333334,28.489523,52785.381,2405053.932,841.2,29.0,
4318,BPT267,,2128,TRIG,-21.718252611111108,28.77146172222222,23622.93,2402324.304,808.9,29.0,
4319,BPT268,,2128,TRIG,-21.7429835,28.82775661111111,17795.272,2405055.0730000003,732.1,29.0,
4320,BPT269,,2128,TRIG,-21.754383472222223,28.740297694444447,26840.572,2406330.113,848.9,29.0,
4321,BPT270,,2128,TRIG,-21.78622880555556,28.87255188888889,13157.299,2409838.969,749.8,29.0,
4322,BPT271,,2128,TRIG,-21.806125472222224,28.79265333333333,21417.152,2412051.153,778.8,29.0,
4323,BPT272,,2128,TRIG,-21.777178,28.94429013888889,5738.761,2408832.302,691.9,29.0,
4324,BPT273,,2128,TRIG,-21.82875705555556,28.913006416666665,8970.921999999999,2414545.0730000003,728.2,29.0,
4325,BPT274,,2129,TRIG,-21.806854472222224,29.035195194444444,-3662.19,2412117.564,662.0,29.0,
4326,BPT275,,2129,TRIG,-21.825601833333334,29.06191013888889,-6423.749,2414194.259,674.8,29.0,
4327,BPT276,,2128,TRIG,-21.862632583333333,28.814313277777774,19169.841,2418305.224,755.0,29.0,
4328,BPT277,,2128,TRIG,-21.948205916666662,28.84161986111111,16337.511,2427777.412,739.4,29.0,
4329,BPT278,,2129,TRIG,-21.86549241666667,29.030432722222223,-3168.541,2418610.341,673.6,29.0,
4330,BPT279,,2128,TRIG,-21.89997615506592,28.960122617943306,4089.021,2422426.421,,29.0,
4331,BPT280,,2129,TRIG,-21.929950611111117,29.084916916666664,-8796.14,2425749.781,706.8,29.0,
4332,BPT281,,2128,TRIG,-21.870323444444445,28.73598725,27264.221,2419168.744,761.4,29.0,
4333,BPT282,,2128,TRIG,-21.785587722222225,28.67678577777778,33402.982,2409797.784,807.1,29.0,
4334,BPT283,,2128,TRIG,-21.98448230555556,28.992041333333333,798.721,2431785.779,674.8,29.0,
4335,BPT284,,2228,TRIG,-22.013243555555555,28.986477166666667,1373.0320000000004,2434970.572,666.3,29.0,
4336,BPT285,,2228,TRIG,-22.01770811111111,28.89859858333333,10446.541,2435468.224,685.8,29.0,
4337,BPT286,,2229,TRIG,-22.063627472222223,29.10489327777778,-10849.991000000002,2440553.14,628.8,29.0,
4338,BPT287,,2228,TRIG,-22.2066795,28.94575202777778,5570.113,2456391.092,610.5,29.0,
4339,BPT288,,2228,TRIG,-22.26852130555556,28.946026027777776,5539.321999999999,2463238.814,654.7,29.0,
4340,BPT289,,2129,TRIG,-21.984843833333333,29.035526361111117,-3692.12,2431826.161,677.0,29.0,
4341,BPT290,,2228,TRIG,-22.13346472222222,28.863049250000003,14105.252,2448289.204,673.8,29.0,
4342,BPT291,,2228,TRIG,-22.13681408333333,28.925511722222225,7661.092,2448655.454,677.1,29.0,
4343,BPT292,,2229,TRIG,-22.220252694444444,29.02399780555556,-2497.748,2457893.192,616.0,29.0,
4344,BPT293,,2229,TRIG,-22.20195458333333,29.10183188888889,-10523.9,2455869.9590000003,574.8,29.0,
4345,BPT294,,2229,TRIG,-22.126692416666668,29.135931916666667,-14047.541,2447538.93,586.4,29.0,
4346,BPT295,,2229,TRIG,-22.178093083333334,29.326632944444444,-33710.181000000004,2453260.391,537.4,29.0,
4347,BPT296,,2229,TRIG,-22.14842611111111,29.21484163888889,-22185.339,2449954.851,569.7,29.0,
4348,BPT297,,2229,TRIG,-22.149678277777777,29.262180527777776,-27068.351,2450101.11,577.0,29.0,
4349,BPT298,,2229,TRIG,-22.10527408333333,29.20479177777778,-21155.018,2445175.094,607.5,29.0,
4350,BPT299,,2229,TRIG,-22.08487836111111,29.24062730555556,-24856.299,2442921.99,598.9,29.0,
4351,BPT300,,2229,TRIG,-22.195277944444445,29.37311258333333,-38499.17,2455174.341,538.6,29.0,
4352,BPT301,,2128,TRIG,-21.82900502777778,28.357570944444447,66395.952,2414709.172,907.7,29.0,
4353,BPT302,,2128,TRIG,-21.748148027777777,28.37318308333333,64818.281,2405749.012,866.8,29.0,
4354,BPT303,,2128,TRIG,-21.668496166666667,28.394314833333333,62666.842,2396920.344,830.0,29.0,
4355,BPT304,,2128,TRIG,-21.64159644444445,28.45684272222222,56205.39,2393917.712,791.6,29.0,
4356,BPT305,,2128,TRIG,-21.661368638888888,28.538602750000003,47734.842,2396079.5840000003,833.0,29.0,
4357,BPT306,,2228,TRIG,-22.10627152777778,28.57384122222222,43949.84099999999,2445333.762,721.5,29.0,
4358,BPT307,,2228,TRIG,-22.035162083333336,28.516720888888887,49869.35,2437477.114,726.3,29.0,
4359,BPT308,,2228,TRIG,-22.048229000000003,28.647103388888887,36405.091,2438887.044,686.4,29.0,
4360,BPT309,,2228,TRIG,-22.16693777777778,28.65886133333333,35161.832,2452029.342,683.4,29.0,
4361,BPT310,,2228,TRIG,-22.108509750000003,28.697168861111116,31223.722,2445551.034,1015.6,29.0,
4362,BPT311,,2228,TRIG,-22.1333065,28.752116944444445,25549.63,2448286.393,653.5,29.0,
4363,BPT312,,2228,TRIG,-22.408340666666664,28.576307222222223,43601.621,2478782.921,915.3,29.0,
4364,BPT313,,2228,TRIG,-22.37610036111111,28.461849944444445,55399.921,2475250.2630000003,798.0,29.0,
4365,BPT314,,2228,TRIG,-22.338345194444443,28.64100636111111,36958.291,2471014.364,795.2,29.0,
4366,BPT315,,2228,TRIG,-22.348364555555555,28.53823969444445,47541.682,2472152.723,814.4,29.0,
4367,BPT316,,2228,TRIG,-22.00971488888889,28.684168777777774,32587.84,2434613.8030000003,670.6,29.0,
4368,BPT317,,2128,TRIG,-21.957772527777777,28.452272722222222,56553.4,2428930.2830000003,710.8,29.0,
4369,BPT318,,2228,TRIG,-22.227864138888886,28.37638583333333,64269.901,2458869.094,790.3,29.0,
4370,BPT319,,2228,TRIG,-22.18283486111111,28.43428536111111,58319.06,2453859.182,753.8,29.0,
4371,BPT320,,2228,TRIG,-22.11523388888889,28.425677111111117,59235.242,2446376.631,760.8,29.0,
4372,BPT321,,2228,TRIG,-22.218278166666664,28.27404308333333,74826.8,2457854.724,879.3,29.0,
4373,BPT322,,2228,TRIG,-22.50779125,28.25730736111111,76393.901,2489923.612,792.2,29.0,
4374,BPT323,,2228,TRIG,-22.41711425,28.921022611111116,8107.53,2479694.68,742.8,29.0,
4375,BPT324,,2327,TRIG,-23.02470888888889,27.10675125,-10972.969,2546982.884,986.0,27.0,
4376,BPT325,,2327,TRIG,-23.03030825,27.264503166666668,-27142.147,2547623.572,931.5,27.0,
4377,BPT326,,2327,TRIG,-23.04195908333333,27.36349991666667,-37286.239,2548935.474,1005.3,27.0,
4378,BPT327,,2327,TRIG,-23.010492222222226,27.59685461111111,-61217.361,2545529.38,1092.1,27.0,
4379,BPT328,,2227,TRIG,-22.853639472222223,27.64243488888889,-65966.119,2528177.771,876.0,27.0,
4380,BPT329,,2227,TRIG,-22.8543415,27.50932325,-52303.821,2528202.34,883.0,27.0,
4381,BPT330,,2227,TRIG,-22.74297780555556,27.285224972222224,-29327.791,2515807.739,928.7,27.0,
4382,BPT331,,2227,TRIG,-22.75151497222222,27.387296694444444,-39809.581,2516776.849,938.8,27.0,
4383,BPT332,,2227,TRIG,-22.99550427777778,27.934648694444444,-95858.779,2544050.0,781.8,27.0,
4384,BPT333,,2228,TRIG,-22.840121222222223,28.00972311111111,101624.18,2526878.063,789.8,29.0,
4385,BPT334,,2227,TRIG,-22.811124333333336,27.901142027777777,-92548.068,2523607.841,824.8,27.0,
4386,BPT335,,2228,TRIG,-22.63347569444445,28.25503958333333,76557.412,2503844.333,751.8,29.0,
4387,BPT336,,2228,TRIG,-22.630438277777778,28.11717525,90732.52,2503585.603,785.2,29.0,
4388,BPT337,,2227,TRIG,-22.630674527777774,27.730304166666667,-75106.19099999999,2503526.799,872.3,27.0,
4389,BPT338,,2227,TRIG,-22.631468277777778,27.90762072222222,-93335.309,2503715.28,817.3,27.0,
4390,BPT339,,2228,TRIG,-22.559627416666668,28.37160091666667,64609.171,2495610.713,748.3,29.0,
4391,BPT340,,2228,TRIG,-22.53820638888889,28.193049,82987.942,2493326.302,789.1,29.0,
4392,BPT341,,2228,TRIG,-22.38219644444445,28.29792330555556,72280.061,2475995.212,830.0,29.0,
4393,BPT342,,2228,TRIG,-22.323449611111112,28.219707888888887,80369.142,2469529.483,856.5,29.0,
4394,BPT343,,2228,TRIG,-22.495949555555555,28.03925461111111,98839.84,2488740.182,868.4,29.0,
4395,BPT344,,2227,TRIG,-22.491372694444447,27.974227888888887,-100283.978,2488239.659,876.6,27.0,
4396,BPT345,,2227,TRIG,-22.503316666666667,27.85064713888889,-87558.609,2489488.629,845.8,27.0,
4397,BPT346,,2228,TRIG,-22.422579666666667,28.0027615,102649.632,2480639.444,844.3,29.0,
4398,BPT347,,2227,TRIG,-22.40092222222222,27.861952055555555,-88786.63,2478155.9,1041.8,27.0,
4399,BPT348,,2227,TRIG,-22.509479444444445,27.63104408333333,-64958.781,2490058.89,949.8,27.0,
4400,BPT349,,2227,TRIG,-22.52413208333333,27.53763027777778,-55341.37,2491644.081,958.3,27.0,
4401,BPT350,,2227,TRIG,-22.417856111111117,27.56027677777778,-57715.131,2479883.73,917.8,27.0,
4402,BPT351,,2425,TRIG,-24.909591555555554,25.360837250000003,-36490.068,2755793.8030000003,1346.2,25.0,
4403,BPT352,,2425,TRIG,-24.93269836111111,25.36153330555556,-36553.348,2758354.352,1313.4,25.0,
4404,BPT353,,2425,TRIG,-24.971677611111108,25.37193655555556,-37592.527,2762674.322,1389.2,25.0,
4405,BPT354,,2525,TRIG,-25.001731,25.369666916666667,-37354.097,2766003.793,1390.43,25.0,
4406,BPT355,,2425,TRIG,-24.946416305555555,25.30935830555556,-31280.109,2759860.162,1348.4,25.0,
4407,BPT356,,2425,TRIG,-24.936609416666663,25.283297305555557,-28650.03,2758768.923,1347.9,25.0,
4408,BPT357,,2425,TRIG,-24.869531527777777,25.281870277777777,-28521.637,2751337.393,1345.2,25.0,
4409,BPT358,,2425,TRIG,-24.87274625,25.23822002777778,-24109.841,2751685.059,1304.1,25.0,
4410,BPT359,,2525,TRIG,-25.019904138888887,25.334240305555557,-33772.77,2768007.703,1360.4,25.0,
4411,BPT360,,2425,TRIG,-24.970873805555552,25.33099752777778,-33458.948,2762574.562,1415.9,25.0,
4412,BPT361,,2425,TRIG,-24.994489583333333,25.4517515,-45643.419,2765225.8030000003,1264.4,25.0,
4413,BPT362,,2425,TRIG,-24.840647527777776,25.364676972222224,-36898.45,2748157.731,1237.3,25.0,
4414,BPT363,,2425,TRIG,-24.904590833333334,25.3262415,-32996.358,2755231.023,1358.6,25.0,
4415,BPT364,,2425,TRIG,-24.883301777777778,25.313377111111112,-31702.119,2752869.72,1379.7,25.0,
4416,BPT365,,2425,TRIG,-24.9398185,25.4097355,-41419.708,2759156.89,1309.8,25.0,
4417,BPT366,,2425,TRIG,-24.816843416666668,25.276696277777777,-28010.14,2745500.693,1235.0,25.0,
4418,BPT367,,2525,TRIG,-25.03163111111111,25.415535638888887,-41974.559,2769328.4510000004,1215.2,25.0,
4419,BPT368,,2525,TRIG,-25.05858275,25.380093527777777,-38389.029,2772304.3510000003,1325.0,25.0,
4420,BPT369,,2425,TRIG,-24.937933027777778,25.25108775,-25396.51,2758909.1810000003,1334.8,25.0,
4421,BPT370,,2425,TRIG,-24.93792558333333,25.25538388888889,-25830.748,2758908.272,1384.0,25.0,
4422,BPT371,,2425,TRIG,-24.383264944444445,25.58195105555556,-59075.609,2697568.872,1185.9,25.0,
4423,BPT372,,2425,TRIG,-24.413851166666664,25.43615383333333,-44273.517,2700902.462,1208.3,25.0,
4424,BPT373,,2425,TRIG,-24.36774375,25.523448916666663,-53146.918,2695825.9910000004,1187.4,25.0,
4425,BPT374,,2425,TRIG,-24.417583166666667,25.567815666666668,-57625.97900000001,2701364.324,1162.0,25.0,
4426,BPT375,,2425,TRIG,-24.419359361111116,25.636415805555558,-64582.799000000006,2701591.324,1162.0,25.0,
4427,BPT376,,2425,TRIG,-24.354185361111117,25.65569808333333,-66522.63799999999,2694381.143,1182.9,25.0,
4428,BPT377,,2425,TRIG,-24.35869827777778,25.72070683333333,-73166.77,2694914.18,1229.1,25.0,
4429,BPT378,,2425,TRIG,-24.407256782586533,25.51047069917514,-51820.735,2700194.978,,25.0,
4430,BPT379,,2425,TRIG,-24.405839055555557,25.534617222222224,-54263.769,2700050.439,1157.1,25.0,
4431,BPT380,,2425,TRIG,-24.399073,25.49328425,-50073.938,2699285.012,1149.0,25.0,
4432,BPT381,,2425,TRIG,-24.33571511111111,25.4841275,-49169.64900000001,2692263.623,1224.7,25.0,
4433,BPT382,,2425,TRIG,-24.3090005,25.596748833333333,-60612.177,2689349.012,1181.7,25.0,
4434,BPT383,,2425,TRIG,-24.38098288888889,25.638181888888887,-64781.538,2697341.172,1220.1,25.0,
4435,BPT384,,2425,TRIG,-24.477301055555557,25.523367333333333,-53092.75700000001,2707961.413,1079.0,25.0,
4436,BPT385,,2425,TRIG,-24.300696444444444,25.685296972222226,-69605.31,2688471.214,1150.9,25.0,
4437,BPT386,,2425,TRIG,-24.2853515,25.650962777777774,-66127.77,2686754.222,1152.6,25.0,
4438,BPT387,,2425,TRIG,-24.321854055555555,25.521974694444445,-53016.388,2690742.312,1207.7,25.0,
4439,BPT388,,2425,TRIG,-24.37556594444445,25.60446530555556,-61363.33,2696726.272,1201.2,25.0,
4440,BPT389,,2425,TRIG,-24.352019972222223,25.58911683333333,-59817.239,2694110.955,1138.7,25.0,
4441,BPT390,,2425,TRIG,-24.42407588888889,25.5112,-51881.117,2702061.133,1184.6,25.0,
4442,BPT391,,2425,TRIG,-24.426880722222226,25.552538416666668,-56072.397,2702387.941,1191.5,25.0,
4443,BPT392,,2425,TRIG,-24.433849722222224,25.529274166666667,-53710.019,2703150.651,1172.7,25.0,
4444,BPT393,,2425,TRIG,-24.430052166666663,25.520237527777777,-52795.188,2702726.543,1185.0,25.0,
4445,BPT394,,2425,TRIG,-24.436344722222223,25.510075416666663,-51762.067,2703419.695,1203.8,25.0,
4446,BPT395,,2425,TRIG,-24.411388638888887,25.49433705555556,-50175.97900000001,2700649.633,1145.1,25.0,
4447,BPT396,,2425,TRIG,-24.38137,25.44924191666667,-45612.628,2697308.8910000003,1232.3,25.0,
4448,BPT397,,2127,TRIG,-21.38356072222222,27.439363333333333,-45592.569,2365315.182,979.6,27.0,
4449,BPT401,,2226,TRIG,-22.17697725,26.76474075,24231.991,2453121.492,1253.0,27.0,
4450,BPT402,,2226,TRIG,-22.46705711111111,26.516929027777778,49687.54,2485305.964,1186.6,27.0,
4451,BPT403,,2226,TRIG,-22.45971586111111,26.680903611111116,32812.761,2484447.754,1115.3,27.0,
